Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00249,2025-08-06,83623266-8035,Chukwuemeka Okafor Ltd,NGN,38791.90,2909.39,41701.29,Consulting Services,8,2486.82
INV-SYN-00249,2025-08-06,83623266-8035,Chukwuemeka Okafor Ltd,NGN,38791.90,2909.39,41701.29,Office Supplies,7,512.22
INV-SYN-00249,2025-08-06,83623266-8035,Chukwuemeka Okafor Ltd,NGN,38791.90,2909.39,41701.29,Maintenance Services,10,1531.18
INV-SYN-00250,2025-10-18,78385522-2981,Abuja Construction Materials Ltd,NGN,100645.79,7548.43,108194.22,Building Materials,7,4498.50
INV-SYN-00250,2025-10-18,78385522-2981,Abuja Construction Materials Ltd,NGN,100645.79,7548.43,108194.22,Building Materials,5,1205.33
INV-SYN-00250,2025-10-18,78385522-2981,Abuja Construction Materials Ltd,NGN,100645.79,7548.43,108194.22,Logistics Services,14,4509.26
INV-SYN-00251,2025-10-31,37958933-3317,Ibrahim & Sons Trading Ltd,NGN,80543.07,6040.73,86583.80,Consulting Services,1,4043.14
INV-SYN-00251,2025-10-31,37958933-3317,Ibrahim & Sons Trading Ltd,NGN,80543.07,6040.73,86583.80,Industrial Equipment,11,3462.63
INV-SYN-00251,2025-10-31,37958933-3317,Ibrahim & Sons Trading Ltd,NGN,80543.07,6040.73,86583.80,Office Supplies,10,3841.10
INV-SYN-00252,2025-02-14,70592553-2362,Ola Foods Plc,NGN,42713.34,3203.50,45916.84,Logistics Services,14,1827.80
INV-SYN-00252,2025-02-14,70592553-2362,Ola Foods Plc,NGN,42713.34,3203.50,45916.84,Raw Materials,14,729.83
INV-SYN-00252,2025-02-14,70592553-2362,Ola Foods Plc,NGN,42713.34,3203.50,45916.84,IT Services,4,1726.63
INV-SYN-00253,2025-03-26,22771572-6823,Kano Textiles Ltd,NGN,74411.43,5580.86,79992.29,Maintenance Services,19,1277.69
INV-SYN-00253,2025-03-26,22771572-6823,Kano Textiles Ltd,NGN,74411.43,5580.86,79992.29,Maintenance Services,18,156.09
INV-SYN-00253,2025-03-26,22771572-6823,Kano Textiles Ltd,NGN,74411.43,5580.86,79992.29,IT Services,10,4732.57
INV-SYN-00254,2025-02-21,30903229-6571,Ọlá Foods Distribution Plc,NGN,122951.97,9221.40,132173.37,Office Supplies,9,3098.53
INV-SYN-00254,2025-02-21,30903229-6571,Ọlá Foods Distribution Plc,NGN,122951.97,9221.40,132173.37,Consulting Services,10,72.04
INV-SYN-00254,2025-02-21,30903229-6571,Ọlá Foods Distribution Plc,NGN,122951.97,9221.40,132173.37,Maintenance Services,20,4717.24
INV-SYN-00255,2025-01-13,44681266-6092,Chukwuemeka Okafor Ltd,NGN,128500.86,9637.56,138138.42,Consulting Services,16,3481.27
INV-SYN-00255,2025-01-13,44681266-6092,Chukwuemeka Okafor Ltd,NGN,128500.86,9637.56,138138.42,Logistics Services,13,1487.18
INV-SYN-00255,2025-01-13,44681266-6092,Chukwuemeka Okafor Ltd,NGN,128500.86,9637.56,138138.42,Raw Materials,18,2970.40
INV-SYN-00256,2025-08-16,09007821-7107,Lagos Steel & Aluminium Ltd,NGN,82025.90,6151.94,88177.84,Office Supplies,10,542.02
INV-SYN-00256,2025-08-16,09007821-7107,Lagos Steel & Aluminium Ltd,NGN,82025.90,6151.94,88177.84,Consulting Services,6,897.48
INV-SYN-00256,2025-08-16,09007821-7107,Lagos Steel & Aluminium Ltd,NGN,82025.90,6151.94,88177.84,Maintenance Services,17,4189.46
INV-SYN-00257,2025-05-04,70640837-5998,Yusuf Agro Processing Ltd,NGN,51449.75,3858.73,55308.48,Consulting Services,4,934.89
INV-SYN-00257,2025-05-04,70640837-5998,Yusuf Agro Processing Ltd,NGN,51449.75,3858.73,55308.48,IT Services,17,1996.63
INV-SYN-00257,2025-05-04,70640837-5998,Yusuf Agro Processing Ltd,NGN,51449.75,3858.73,55308.48,Maintenance Services,6,2294.58
INV-SYN-00258,2025-07-12,44942149-4054,Port Harcourt Energy Services Ltd,NGN,58773.66,4408.02,63181.68,IT Services,13,2793.42
INV-SYN-00258,2025-07-12,44942149-4054,Port Harcourt Energy Services Ltd,NGN,58773.66,4408.02,63181.68,Industrial Equipment,6,3332.06
INV-SYN-00258,2025-07-12,44942149-4054,Port Harcourt Energy Services Ltd,NGN,58773.66,4408.02,63181.68,Consulting Services,2,1233.42
INV-SYN-00259,2025-10-25,22154007-2388,Chukwuemeka Okàfor Ventures Ltd,NGN,195533.97,14665.05,210199.02,Industrial Equipment,19,3737.95
INV-SYN-00259,2025-10-25,22154007-2388,Chukwuemeka Okàfor Ventures Ltd,NGN,195533.97,14665.05,210199.02,Industrial Equipment,16,3061.47
INV-SYN-00259,2025-10-25,22154007-2388,Chukwuemeka Okàfor Ventures Ltd,NGN,195533.97,14665.05,210199.02,IT Services,20,3776.47
INV-SYN-00260,2025-05-06,03523385-9632,Yusuf Agro Processing Ltd,NGN,57176.21,4288.22,61464.43,Raw Materials,4,4213.41
INV-SYN-00260,2025-05-06,03523385-9632,Yusuf Agro Processing Ltd,NGN,57176.21,4288.22,61464.43,Industrial Equipment,13,2805.17
INV-SYN-00260,2025-05-06,03523385-9632,Yusuf Agro Processing Ltd,NGN,57176.21,4288.22,61464.43,Office Supplies,16,240.96
INV-SYN-00261,2025-06-06,08521868-9223,Lagos Steel & Aluminium Ltd,NGN,106510.40,7988.28,114498.68,Building Materials,20,3322.89
INV-SYN-00261,2025-06-06,08521868-9223,Lagos Steel & Aluminium Ltd,NGN,106510.40,7988.28,114498.68,Industrial Equipment,11,2898.07
INV-SYN-00261,2025-06-06,08521868-9223,Lagos Steel & Aluminium Ltd,NGN,106510.40,7988.28,114498.68,Consulting Services,3,2724.61
INV-SYN-00262,2025-02-16,17421538-9514,Adeyemi Trading Company Ltd,NGN,75800.56,5685.04,81485.60,IT Services,8,4266.35
INV-SYN-00262,2025-02-16,17421538-9514,Adeyemi Trading Company Ltd,NGN,75800.56,5685.04,81485.60,Building Materials,20,891.01
INV-SYN-00262,2025-02-16,17421538-9514,Adeyemi Trading Company Ltd,NGN,75800.56,5685.04,81485.60,Raw Materials,7,3407.08
INV-SYN-00263,2025-08-05,58151601-4759,Ola Foods Plc,NGN,106174.48,7963.09,114137.57,IT Services,10,3931.36
INV-SYN-00263,2025-08-05,58151601-4759,Ola Foods Plc,NGN,106174.48,7963.09,114137.57,Industrial Equipment,6,4809.31
INV-SYN-00263,2025-08-05,58151601-4759,Ola Foods Plc,NGN,106174.48,7963.09,114137.57,Office Supplies,18,2111.39
INV-SYN-00264,2025-09-18,34505215-6022,Ola Foods Plc,NGN,71873.46,5390.51,77263.97,Industrial Equipment,20,2410.08
INV-SYN-00264,2025-09-18,34505215-6022,Ola Foods Plc,NGN,71873.46,5390.51,77263.97,Industrial Equipment,10,470.55
INV-SYN-00264,2025-09-18,34505215-6022,Ola Foods Plc,NGN,71873.46,5390.51,77263.97,IT Services,4,4741.59
INV-SYN-00265,2025-06-15,32501675-1100,Port Harcourt Energy Services Ltd,NGN,31818.40,2386.38,34204.78,Office Supplies,10,838.60
INV-SYN-00265,2025-06-15,32501675-1100,Port Harcourt Energy Services Ltd,NGN,31818.40,2386.38,34204.78,Maintenance Services,3,2187.52
INV-SYN-00265,2025-06-15,32501675-1100,Port Harcourt Energy Services Ltd,NGN,31818.40,2386.38,34204.78,IT Services,6,2811.64
INV-SYN-00266,2025-07-24,97311116-8447,Adeyemi Trading Company Ltd,NGN,131721.88,9879.14,141601.02,Raw Materials,16,1387.28
INV-SYN-00266,2025-07-24,97311116-8447,Adeyemi Trading Company Ltd,NGN,131721.88,9879.14,141601.02,Office Supplies,10,4195.54
INV-SYN-00266,2025-07-24,97311116-8447,Adeyemi Trading Company Ltd,NGN,131721.88,9879.14,141601.02,Logistics Services,20,3378.50
INV-SYN-00267,2025-02-20,61877022-5778,Kano Textiles Ltd,NGN,24825.94,1861.95,26687.89,Consulting Services,3,2522.59
INV-SYN-00267,2025-02-20,61877022-5778,Kano Textiles Ltd,NGN,24825.94,1861.95,26687.89,Maintenance Services,3,462.59
INV-SYN-00267,2025-02-20,61877022-5778,Kano Textiles Ltd,NGN,24825.94,1861.95,26687.89,Maintenance Services,16,991.90
INV-SYN-00268,2025-09-18,03226623-5426,Kano Textiles Ltd,NGN,20599.21,1544.94,22144.15,IT Services,1,1521.05
INV-SYN-00268,2025-09-18,03226623-5426,Kano Textiles Ltd,NGN,20599.21,1544.94,22144.15,Building Materials,7,1761.50
INV-SYN-00268,2025-09-18,03226623-5426,Kano Textiles Ltd,NGN,20599.21,1544.94,22144.15,Office Supplies,6,1124.61
INV-SYN-00269,2025-03-29,60569657-4660,Abuja Construction Materials Ltd,NGN,53464.82,4009.86,57474.68,Logistics Services,3,2943.93
INV-SYN-00269,2025-03-29,60569657-4660,Abuja Construction Materials Ltd,NGN,53464.82,4009.86,57474.68,Office Supplies,7,3644.39
INV-SYN-00269,2025-03-29,60569657-4660,Abuja Construction Materials Ltd,NGN,53464.82,4009.86,57474.68,Building Materials,10,1912.23
INV-SYN-00270,2025-02-15,73146644-1292,Abuja Construction Materials Ltd,NGN,44914.60,3368.60,48283.20,Raw Materials,14,2237.48
INV-SYN-00270,2025-02-15,73146644-1292,Abuja Construction Materials Ltd,NGN,44914.60,3368.60,48283.20,Maintenance Services,12,368.76
INV-SYN-00270,2025-02-15,73146644-1292,Abuja Construction Materials Ltd,NGN,44914.60,3368.60,48283.20,Industrial Equipment,6,1527.46
INV-SYN-00271,2025-08-10,65209889-5699,Chukwuemeka Okàfor Ventures Ltd,NGN,52175.66,3913.17,56088.83,Industrial Equipment,1,1668.35
INV-SYN-00271,2025-08-10,65209889-5699,Chukwuemeka Okàfor Ventures Ltd,NGN,52175.66,3913.17,56088.83,Building Materials,10,3923.07
INV-SYN-00271,2025-08-10,65209889-5699,Chukwuemeka Okàfor Ventures Ltd,NGN,52175.66,3913.17,56088.83,Maintenance Services,17,663.33
INV-SYN-00272,2025-01-05,71527650-2534,Lagos Steel & Aluminium Ltd,NGN,125824.27,9436.82,135261.09,Raw Materials,7,3795.01
INV-SYN-00272,2025-01-05,71527650-2534,Lagos Steel & Aluminium Ltd,NGN,125824.27,9436.82,135261.09,IT Services,18,1849.42
INV-SYN-00272,2025-01-05,71527650-2534,Lagos Steel & Aluminium Ltd,NGN,125824.27,9436.82,135261.09,Maintenance Services,18,3664.98
INV-SYN-00273,2025-06-03,55456995-6374,Kano Textiles Ltd,NGN,121918.92,9143.92,131062.84,Raw Materials,9,3753.28
INV-SYN-00273,2025-06-03,55456995-6374,Kano Textiles Ltd,NGN,121918.92,9143.92,131062.84,Consulting Services,5,4464.15
INV-SYN-00273,2025-06-03,55456995-6374,Kano Textiles Ltd,NGN,121918.92,9143.92,131062.84,Raw Materials,15,4387.91
INV-SYN-00274,2025-02-12,48997340-1537,Ola Foods Plc,NGN,85492.67,6411.95,91904.62,Maintenance Services,4,2673.98
INV-SYN-00274,2025-02-12,48997340-1537,Ola Foods Plc,NGN,85492.67,6411.95,91904.62,Logistics Services,13,4764.15
INV-SYN-00274,2025-02-12,48997340-1537,Ola Foods Plc,NGN,85492.67,6411.95,91904.62,Consulting Services,10,1286.28
INV-SYN-00275,2025-11-16,82871329-1965,Yusuf Agro Processing Ltd,NGN,34727.45,2604.56,37332.01,Office Supplies,5,4203.63
INV-SYN-00275,2025-11-16,82871329-1965,Yusuf Agro Processing Ltd,NGN,34727.45,2604.56,37332.01,Raw Materials,20,536.68
INV-SYN-00275,2025-11-16,82871329-1965,Yusuf Agro Processing Ltd,NGN,34727.45,2604.56,37332.01,Building Materials,2,1487.85
INV-SYN-00276,2025-01-01,41837478-0223,Kano Textiles Ltd,NGN,64762.18,4857.16,69619.34,Building Materials,20,2269.10
INV-SYN-00276,2025-01-01,41837478-0223,Kano Textiles Ltd,NGN,64762.18,4857.16,69619.34,Industrial Equipment,6,1781.01
INV-SYN-00276,2025-01-01,41837478-0223,Kano Textiles Ltd,NGN,64762.18,4857.16,69619.34,Logistics Services,2,4347.06
INV-SYN-00277,2025-10-05,06901100-6819,Chukwuemeka Okafor Ltd,NGN,107372.53,8052.94,115425.47,Office Supplies,13,1531.56
INV-SYN-00277,2025-10-05,06901100-6819,Chukwuemeka Okafor Ltd,NGN,107372.53,8052.94,115425.47,IT Services,8,2071.70
INV-SYN-00277,2025-10-05,06901100-6819,Chukwuemeka Okafor Ltd,NGN,107372.53,8052.94,115425.47,Industrial Equipment,15,4725.91
INV-SYN-00278,2025-10-06,98743606-8173,Emeka Logistics Nigeria Ltd,NGN,108982.12,8173.66,117155.78,Industrial Equipment,7,3590.70
INV-SYN-00278,2025-10-06,98743606-8173,Emeka Logistics Nigeria Ltd,NGN,108982.12,8173.66,117155.78,Logistics Services,13,3667.86
INV-SYN-00278,2025-10-06,98743606-8173,Emeka Logistics Nigeria Ltd,NGN,108982.12,8173.66,117155.78,Logistics Services,8,4520.63
INV-SYN-00279,2025-06-10,27344945-1940,Adeyemi Trading Company Ltd,NGN,24600.74,1845.06,26445.80,Maintenance Services,1,3975.77
INV-SYN-00279,2025-06-10,27344945-1940,Adeyemi Trading Company Ltd,NGN,24600.74,1845.06,26445.80,Building Materials,4,310.03
INV-SYN-00279,2025-06-10,27344945-1940,Adeyemi Trading Company Ltd,NGN,24600.74,1845.06,26445.80,Office Supplies,5,3876.97
INV-SYN-00280,2025-08-23,88807694-0020,Chukwuemeka Okafor Ltd,NGN,67682.39,5076.18,72758.57,Logistics Services,7,4218.14
INV-SYN-00280,2025-08-23,88807694-0020,Chukwuemeka Okafor Ltd,NGN,67682.39,5076.18,72758.57,Industrial Equipment,9,2625.41
INV-SYN-00280,2025-08-23,88807694-0020,Chukwuemeka Okafor Ltd,NGN,67682.39,5076.18,72758.57,Building Materials,3,4842.24
INV-SYN-00281,2025-06-10,13580625-9549,Adeyemi Trading Company Ltd,NGN,48766.29,3657.47,52423.76,IT Services,9,4285.00
INV-SYN-00281,2025-06-10,13580625-9549,Adeyemi Trading Company Ltd,NGN,48766.29,3657.47,52423.76,IT Services,3,1863.90
INV-SYN-00281,2025-06-10,13580625-9549,Adeyemi Trading Company Ltd,NGN,48766.29,3657.47,52423.76,Raw Materials,1,4609.59
INV-SYN-00282,2025-10-20,57530996-5532,Abuja Construction Materials Ltd,NGN,38297.19,2872.29,41169.48,Consulting Services,10,3375.95
INV-SYN-00282,2025-10-20,57530996-5532,Abuja Construction Materials Ltd,NGN,38297.19,2872.29,41169.48,Building Materials,7,24.40
INV-SYN-00282,2025-10-20,57530996-5532,Abuja Construction Materials Ltd,NGN,38297.19,2872.29,41169.48,Logistics Services,1,4366.89
INV-SYN-00283,2025-02-24,60887202-5234,Yusuf Agro Processing Ltd,NGN,37857.43,2839.31,40696.74,Consulting Services,7,4126.03
INV-SYN-00283,2025-02-24,60887202-5234,Yusuf Agro Processing Ltd,NGN,37857.43,2839.31,40696.74,IT Services,3,461.24
INV-SYN-00283,2025-02-24,60887202-5234,Yusuf Agro Processing Ltd,NGN,37857.43,2839.31,40696.74,Maintenance Services,18,421.75
INV-SYN-00284,2025-03-10,41987378-7297,Ibrahim & Sons Trading Ltd,NGN,77835.46,5837.66,83673.12,Building Materials,11,1866.71
INV-SYN-00284,2025-03-10,41987378-7297,Ibrahim & Sons Trading Ltd,NGN,77835.46,5837.66,83673.12,Consulting Services,12,3915.00
INV-SYN-00284,2025-03-10,41987378-7297,Ibrahim & Sons Trading Ltd,NGN,77835.46,5837.66,83673.12,Building Materials,15,688.11
INV-SYN-00285,2025-08-07,87992894-5770,Abuja Construction Materials Ltd,NGN,98015.70,7351.18,105366.88,Building Materials,12,4368.47
INV-SYN-00285,2025-08-07,87992894-5770,Abuja Construction Materials Ltd,NGN,98015.70,7351.18,105366.88,Office Supplies,14,1207.37
INV-SYN-00285,2025-08-07,87992894-5770,Abuja Construction Materials Ltd,NGN,98015.70,7351.18,105366.88,Raw Materials,16,1793.18
INV-SYN-00286,2025-12-20,84744142-8459,Chukwuemeka Okàfor Ventures Ltd,NGN,50474.78,3785.61,54260.39,Industrial Equipment,8,2023.60
INV-SYN-00286,2025-12-20,84744142-8459,Chukwuemeka Okàfor Ventures Ltd,NGN,50474.78,3785.61,54260.39,Logistics Services,10,1573.02
INV-SYN-00286,2025-12-20,84744142-8459,Chukwuemeka Okàfor Ventures Ltd,NGN,50474.78,3785.61,54260.39,Office Supplies,6,3092.63
INV-SYN-00287,2025-02-23,87512507-2608,Chukwuemeka Okàfor Ventures Ltd,NGN,58488.86,4386.66,62875.52,IT Services,10,2210.30
INV-SYN-00287,2025-02-23,87512507-2608,Chukwuemeka Okàfor Ventures Ltd,NGN,58488.86,4386.66,62875.52,Raw Materials,16,1804.98
INV-SYN-00287,2025-02-23,87512507-2608,Chukwuemeka Okàfor Ventures Ltd,NGN,58488.86,4386.66,62875.52,Raw Materials,6,1251.03
INV-SYN-00288,2025-12-08,62238963-5849,Abuja Construction Materials Ltd,NGN,97184.35,7288.83,104473.18,Maintenance Services,5,738.72
INV-SYN-00288,2025-12-08,62238963-5849,Abuja Construction Materials Ltd,NGN,97184.35,7288.83,104473.18,Consulting Services,19,2761.81
INV-SYN-00288,2025-12-08,62238963-5849,Abuja Construction Materials Ltd,NGN,97184.35,7288.83,104473.18,Industrial Equipment,14,2929.74
INV-SYN-00289,2025-01-25,10079721-5975,Kano Textiles Ltd,NGN,48638.88,3647.92,52286.80,Logistics Services,8,2491.00
INV-SYN-00289,2025-01-25,10079721-5975,Kano Textiles Ltd,NGN,48638.88,3647.92,52286.80,Industrial Equipment,4,3464.92
INV-SYN-00289,2025-01-25,10079721-5975,Kano Textiles Ltd,NGN,48638.88,3647.92,52286.80,Consulting Services,14,1060.80
INV-SYN-00290,2025-04-14,58565100-4707,Yusuf Agro Processing Ltd,NGN,56516.39,4238.73,60755.12,Logistics Services,14,822.03
INV-SYN-00290,2025-04-14,58565100-4707,Yusuf Agro Processing Ltd,NGN,56516.39,4238.73,60755.12,Logistics Services,7,124.24
INV-SYN-00290,2025-04-14,58565100-4707,Yusuf Agro Processing Ltd,NGN,56516.39,4238.73,60755.12,Consulting Services,17,2596.37
INV-SYN-00291,2025-02-06,46637790-2880,Chukwuemeka Okàfor Ventures Ltd,NGN,26549.04,1991.18,28540.22,Maintenance Services,19,994.58
INV-SYN-00291,2025-02-06,46637790-2880,Chukwuemeka Okàfor Ventures Ltd,NGN,26549.04,1991.18,28540.22,Industrial Equipment,2,3743.01
INV-SYN-00291,2025-02-06,46637790-2880,Chukwuemeka Okàfor Ventures Ltd,NGN,26549.04,1991.18,28540.22,Raw Materials,20,8.30
INV-SYN-00292,2025-05-10,75810796-3541,Abuja Construction Materials Ltd,NGN,67174.99,5038.12,72213.11,Consulting Services,3,3741.77
INV-SYN-00292,2025-05-10,75810796-3541,Abuja Construction Materials Ltd,NGN,67174.99,5038.12,72213.11,Consulting Services,10,325.55
INV-SYN-00292,2025-05-10,75810796-3541,Abuja Construction Materials Ltd,NGN,67174.99,5038.12,72213.11,Logistics Services,14,3763.87
INV-SYN-00293,2025-08-26,23788914-7060,Ibrahim & Sons Trading Ltd,NGN,159147.47,11936.06,171083.53,Maintenance Services,7,3742.93
INV-SYN-00293,2025-08-26,23788914-7060,Ibrahim & Sons Trading Ltd,NGN,159147.47,11936.06,171083.53,Maintenance Services,17,4433.95
INV-SYN-00293,2025-08-26,23788914-7060,Ibrahim & Sons Trading Ltd,NGN,159147.47,11936.06,171083.53,Raw Materials,19,3029.99
INV-SYN-00294,2025-05-11,13529336-6104,Emeka Logistics Nigeria Ltd,NGN,72811.33,5460.85,78272.18,Maintenance Services,15,36.41
INV-SYN-00294,2025-05-11,13529336-6104,Emeka Logistics Nigeria Ltd,NGN,72811.33,5460.85,78272.18,Industrial Equipment,18,3755.19
INV-SYN-00294,2025-05-11,13529336-6104,Emeka Logistics Nigeria Ltd,NGN,72811.33,5460.85,78272.18,Maintenance Services,8,583.97
INV-SYN-00295,2025-05-23,22170737-5111,Ola Foods Plc,NGN,74435.52,5582.66,80018.18,Industrial Equipment,10,1448.89
INV-SYN-00295,2025-05-23,22170737-5111,Ola Foods Plc,NGN,74435.52,5582.66,80018.18,IT Services,18,358.83
INV-SYN-00295,2025-05-23,22170737-5111,Ola Foods Plc,NGN,74435.52,5582.66,80018.18,Logistics Services,16,3342.98
INV-SYN-00296,2025-02-10,62646782-1650,Ibrahim & Sons Trading Ltd,NGN,83489.87,6261.74,89751.61,IT Services,15,2216.59
INV-SYN-00296,2025-02-10,62646782-1650,Ibrahim & Sons Trading Ltd,NGN,83489.87,6261.74,89751.61,IT Services,6,4941.76
INV-SYN-00296,2025-02-10,62646782-1650,Ibrahim & Sons Trading Ltd,NGN,83489.87,6261.74,89751.61,IT Services,11,1871.86
INV-SYN-00297,2025-03-20,55832707-7431,Ọlá Foods Distribution Plc,NGN,98601.99,7395.15,105997.14,Maintenance Services,16,4267.94
INV-SYN-00297,2025-03-20,55832707-7431,Ọlá Foods Distribution Plc,NGN,98601.99,7395.15,105997.14,IT Services,13,1328.95
INV-SYN-00297,2025-03-20,55832707-7431,Ọlá Foods Distribution Plc,NGN,98601.99,7395.15,105997.14,Raw Materials,12,1086.55
INV-SYN-00298,2025-08-15,53846357-4573,Port Harcourt Energy Services Ltd,NGN,17420.17,1306.51,18726.68,Logistics Services,8,895.20
INV-SYN-00298,2025-08-15,53846357-4573,Port Harcourt Energy Services Ltd,NGN,17420.17,1306.51,18726.68,Industrial Equipment,1,771.19
INV-SYN-00298,2025-08-15,53846357-4573,Port Harcourt Energy Services Ltd,NGN,17420.17,1306.51,18726.68,Industrial Equipment,7,1355.34
INV-SYN-00299,2025-11-07,87768633-7867,Ọlá Foods Distribution Plc,NGN,137700.84,10327.56,148028.40,IT Services,13,4586.80
INV-SYN-00299,2025-11-07,87768633-7867,Ọlá Foods Distribution Plc,NGN,137700.84,10327.56,148028.40,Consulting Services,19,3786.74
INV-SYN-00299,2025-11-07,87768633-7867,Ọlá Foods Distribution Plc,NGN,137700.84,10327.56,148028.40,Consulting Services,3,2041.46
INV-SYN-00300,2025-11-29,92296107-1334,Adeyemi Trading Company Ltd,NGN,34285.57,2571.42,36856.99,Building Materials,17,539.91
INV-SYN-00300,2025-11-29,92296107-1334,Adeyemi Trading Company Ltd,NGN,34285.57,2571.42,36856.99,Office Supplies,6,1018.80
INV-SYN-00300,2025-11-29,92296107-1334,Adeyemi Trading Company Ltd,NGN,34285.57,2571.42,36856.99,Office Supplies,5,3798.86
INV-SYN-00301,2025-02-24,32462026-4394,Chukwuemeka Okàfor Ventures Ltd,NGN,67474.95,5060.62,72535.57,Logistics Services,7,1506.94
INV-SYN-00301,2025-02-24,32462026-4394,Chukwuemeka Okàfor Ventures Ltd,NGN,67474.95,5060.62,72535.57,Consulting Services,3,3335.51
INV-SYN-00301,2025-02-24,32462026-4394,Chukwuemeka Okàfor Ventures Ltd,NGN,67474.95,5060.62,72535.57,Building Materials,11,4265.44
INV-SYN-00302,2025-11-22,94693363-9969,Chukwuemeka Okàfor Ventures Ltd,NGN,114454.81,8584.11,123038.92,Raw Materials,17,3184.75
INV-SYN-00302,2025-11-22,94693363-9969,Chukwuemeka Okàfor Ventures Ltd,NGN,114454.81,8584.11,123038.92,Consulting Services,4,37.93
INV-SYN-00302,2025-11-22,94693363-9969,Chukwuemeka Okàfor Ventures Ltd,NGN,114454.81,8584.11,123038.92,Raw Materials,14,4297.31
INV-SYN-00303,2025-06-30,81732862-3720,Ọlá Foods Distribution Plc,NGN,37398.66,2804.90,40203.56,Logistics Services,9,242.26
INV-SYN-00303,2025-06-30,81732862-3720,Ọlá Foods Distribution Plc,NGN,37398.66,2804.90,40203.56,Building Materials,20,299.50
INV-SYN-00303,2025-06-30,81732862-3720,Ọlá Foods Distribution Plc,NGN,37398.66,2804.90,40203.56,Maintenance Services,11,2657.12
INV-SYN-00304,2025-10-21,25204054-8395,Kano Textiles Ltd,NGN,25243.24,1893.24,27136.48,Industrial Equipment,6,151.01
INV-SYN-00304,2025-10-21,25204054-8395,Kano Textiles Ltd,NGN,25243.24,1893.24,27136.48,Logistics Services,18,802.43
INV-SYN-00304,2025-10-21,25204054-8395,Kano Textiles Ltd,NGN,25243.24,1893.24,27136.48,Industrial Equipment,4,2473.36
INV-SYN-00305,2025-04-13,22214549-1163,Yusuf Agro Processing Ltd,NGN,68821.62,5161.62,73983.24,Office Supplies,11,1827.01
INV-SYN-00305,2025-04-13,22214549-1163,Yusuf Agro Processing Ltd,NGN,68821.62,5161.62,73983.24,Maintenance Services,19,1693.69
INV-SYN-00305,2025-04-13,22214549-1163,Yusuf Agro Processing Ltd,NGN,68821.62,5161.62,73983.24,Office Supplies,8,2068.05
INV-SYN-00306,2025-07-30,23597615-9626,Chukwuemeka Okàfor Ventures Ltd,NGN,41243.63,3093.27,44336.90,Office Supplies,9,2249.97
INV-SYN-00306,2025-07-30,23597615-9626,Chukwuemeka Okàfor Ventures Ltd,NGN,41243.63,3093.27,44336.90,IT Services,19,833.18
INV-SYN-00306,2025-07-30,23597615-9626,Chukwuemeka Okàfor Ventures Ltd,NGN,41243.63,3093.27,44336.90,Office Supplies,18,286.86
INV-SYN-00307,2025-09-23,07721868-5772,Yusuf Agro Processing Ltd,NGN,81901.03,6142.58,88043.61,Consulting Services,18,3200.24
INV-SYN-00307,2025-09-23,07721868-5772,Yusuf Agro Processing Ltd,NGN,81901.03,6142.58,88043.61,Industrial Equipment,9,2651.43
INV-SYN-00307,2025-09-23,07721868-5772,Yusuf Agro Processing Ltd,NGN,81901.03,6142.58,88043.61,Industrial Equipment,1,433.84
INV-SYN-00308,2025-04-20,22272389-5629,Ibrahim & Sons Trading Ltd,NGN,54283.96,4071.30,58355.26,Logistics Services,13,2050.58
INV-SYN-00308,2025-04-20,22272389-5629,Ibrahim & Sons Trading Ltd,NGN,54283.96,4071.30,58355.26,Raw Materials,4,3354.78
INV-SYN-00308,2025-04-20,22272389-5629,Ibrahim & Sons Trading Ltd,NGN,54283.96,4071.30,58355.26,Building Materials,10,1420.73
INV-SYN-00309,2025-06-29,00575035-8565,Chukwuemeka Okafor Ltd,NGN,26811.43,2010.86,28822.29,Consulting Services,6,838.59
INV-SYN-00309,2025-06-29,00575035-8565,Chukwuemeka Okafor Ltd,NGN,26811.43,2010.86,28822.29,Raw Materials,6,2579.82
INV-SYN-00309,2025-06-29,00575035-8565,Chukwuemeka Okafor Ltd,NGN,26811.43,2010.86,28822.29,Building Materials,13,484.69
INV-SYN-00310,2025-08-02,77588177-6204,Yusuf Agro Processing Ltd,NGN,111782.28,8383.67,120165.95,Logistics Services,16,4154.98
INV-SYN-00310,2025-08-02,77588177-6204,Yusuf Agro Processing Ltd,NGN,111782.28,8383.67,120165.95,IT Services,8,697.13
INV-SYN-00310,2025-08-02,77588177-6204,Yusuf Agro Processing Ltd,NGN,111782.28,8383.67,120165.95,Raw Materials,14,2837.54
INV-SYN-00311,2025-03-10,30441281-8409,Chukwuemeka Okafor Ltd,NGN,69602.39,5220.18,74822.57,Building Materials,14,3452.14
INV-SYN-00311,2025-03-10,30441281-8409,Chukwuemeka Okafor Ltd,NGN,69602.39,5220.18,74822.57,Consulting Services,5,3690.95
INV-SYN-00311,2025-03-10,30441281-8409,Chukwuemeka Okafor Ltd,NGN,69602.39,5220.18,74822.57,Industrial Equipment,1,2817.68
INV-SYN-00312,2025-10-03,68439309-1518,Ọlá Foods Distribution Plc,NGN,18674.89,1400.62,20075.51,Office Supplies,1,2092.75
