Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00128,2025-07-05,09097597-3984,Abuja Construction Materials Ltd,NGN,209946.52,15745.99,225692.51,Industrial Equipment,17,4627.70
INV-SYN-00128,2025-07-05,09097597-3984,Abuja Construction Materials Ltd,NGN,209946.52,15745.99,225692.51,Maintenance Services,14,4869.87
INV-SYN-00129,2025-05-02,04552382-5169,Yusuf Agro Processing Ltd,NGN,32873.99,2465.55,35339.54,Maintenance Services,9,2419.15
INV-SYN-00129,2025-05-02,04552382-5169,Yusuf Agro Processing Ltd,NGN,32873.99,2465.55,35339.54,Maintenance Services,2,504.70
INV-SYN-00129,2025-05-02,04552382-5169,Yusuf Agro Processing Ltd,NGN,32873.99,2465.55,35339.54,Office Supplies,12,841.02
INV-SYN-00130,2025-06-24,29351147-1071,Ola Foods Plc,NGN,100304.49,7522.84,107827.33,Office Supplies,12,2332.39
INV-SYN-00130,2025-06-24,29351147-1071,Ola Foods Plc,NGN,100304.49,7522.84,107827.33,Industrial Equipment,7,4668.99
INV-SYN-00130,2025-06-24,29351147-1071,Ola Foods Plc,NGN,100304.49,7522.84,107827.33,Industrial Equipment,8,4954.11
INV-SYN-00131,2025-11-30,93988900-0948,Ibrahim & Sons Trading Ltd,NGN,84665.72,6349.93,91015.65,Consulting Services,15,4083.89
INV-SYN-00131,2025-11-30,93988900-0948,Ibrahim & Sons Trading Ltd,NGN,84665.72,6349.93,91015.65,Consulting Services,3,4780.00
INV-SYN-00131,2025-11-30,93988900-0948,Ibrahim & Sons Trading Ltd,NGN,84665.72,6349.93,91015.65,Office Supplies,19,477.23
INV-SYN-00132,2025-05-06,52464763-4749,Ọlá Foods Distribution Plc,NGN,48896.80,3667.26,52564.06,Raw Materials,2,2512.82
INV-SYN-00132,2025-05-06,52464763-4749,Ọlá Foods Distribution Plc,NGN,48896.80,3667.26,52564.06,IT Services,15,2123.64
INV-SYN-00132,2025-05-06,52464763-4749,Ọlá Foods Distribution Plc,NGN,48896.80,3667.26,52564.06,Raw Materials,4,3004.14
INV-SYN-00133,2025-08-07,21804267-9124,Yusuf Agro Processing Ltd,NGN,77573.63,5818.02,83391.65,Industrial Equipment,18,275.07
INV-SYN-00133,2025-08-07,21804267-9124,Yusuf Agro Processing Ltd,NGN,77573.63,5818.02,83391.65,Industrial Equipment,16,1759.49
INV-SYN-00133,2025-08-07,21804267-9124,Yusuf Agro Processing Ltd,NGN,77573.63,5818.02,83391.65,Consulting Services,13,3420.81
INV-SYN-00134,2025-11-18,17288059-5704,Port Harcourt Energy Services Ltd,NGN,134470.41,10085.28,144555.69,Office Supplies,12,2614.41
INV-SYN-00134,2025-11-18,17288059-5704,Port Harcourt Energy Services Ltd,NGN,134470.41,10085.28,144555.69,IT Services,19,3974.15
INV-SYN-00134,2025-11-18,17288059-5704,Port Harcourt Energy Services Ltd,NGN,134470.41,10085.28,144555.69,Building Materials,8,3448.58
INV-SYN-00135,2025-02-17,25469679-7029,Abuja Construction Materials Ltd,NGN,84821.06,6361.58,91182.64,Maintenance Services,4,4394.90
INV-SYN-00135,2025-02-17,25469679-7029,Abuja Construction Materials Ltd,NGN,84821.06,6361.58,91182.64,Consulting Services,5,2555.52
INV-SYN-00135,2025-02-17,25469679-7029,Abuja Construction Materials Ltd,NGN,84821.06,6361.58,91182.64,Building Materials,11,4951.26
INV-SYN-00136,2025-05-06,80632399-9342,Abuja Construction Materials Ltd,NGN,26919.55,2018.97,28938.52,Industrial Equipment,15,865.28
INV-SYN-00136,2025-05-06,80632399-9342,Abuja Construction Materials Ltd,NGN,26919.55,2018.97,28938.52,Building Materials,6,2197.51
INV-SYN-00136,2025-05-06,80632399-9342,Abuja Construction Materials Ltd,NGN,26919.55,2018.97,28938.52,Maintenance Services,1,755.29
INV-SYN-00137,2025-05-26,51253554-7628,Chukwuemeka Okàfor Ventures Ltd,NGN,114801.35,8610.10,123411.45,Consulting Services,14,3876.45
INV-SYN-00137,2025-05-26,51253554-7628,Chukwuemeka Okàfor Ventures Ltd,NGN,114801.35,8610.10,123411.45,Logistics Services,7,3331.70
INV-SYN-00137,2025-05-26,51253554-7628,Chukwuemeka Okàfor Ventures Ltd,NGN,114801.35,8610.10,123411.45,IT Services,15,2480.61
INV-SYN-00138,2025-01-27,01626315-4409,Port Harcourt Energy Services Ltd,NGN,175745.61,13180.92,188926.53,Industrial Equipment,19,4042.81
INV-SYN-00138,2025-01-27,01626315-4409,Port Harcourt Energy Services Ltd,NGN,175745.61,13180.92,188926.53,IT Services,18,4771.84
INV-SYN-00138,2025-01-27,01626315-4409,Port Harcourt Energy Services Ltd,NGN,175745.61,13180.92,188926.53,Industrial Equipment,10,1303.91
INV-SYN-00139,2025-03-15,73527810-2679,Emeka Logistics Nigeria Ltd,NGN,125876.42,9440.73,135317.15,Building Materials,17,4592.47
INV-SYN-00139,2025-03-15,73527810-2679,Emeka Logistics Nigeria Ltd,NGN,125876.42,9440.73,135317.15,Maintenance Services,11,2921.93
INV-SYN-00139,2025-03-15,73527810-2679,Emeka Logistics Nigeria Ltd,NGN,125876.42,9440.73,135317.15,Building Materials,5,3132.64
INV-SYN-00140,2025-06-27,42151746-2212,Adeyemi Trading Company Ltd,NGN,76228.47,5717.14,81945.61,Maintenance Services,11,2258.16
INV-SYN-00140,2025-06-27,42151746-2212,Adeyemi Trading Company Ltd,NGN,76228.47,5717.14,81945.61,Maintenance Services,14,550.38
INV-SYN-00140,2025-06-27,42151746-2212,Adeyemi Trading Company Ltd,NGN,76228.47,5717.14,81945.61,Office Supplies,9,4853.71
INV-SYN-00141,2025-10-15,52624209-4567,Ọlá Foods Distribution Plc,NGN,62466.97,4685.02,67151.99,Logistics Services,14,2671.33
INV-SYN-00141,2025-10-15,52624209-4567,Ọlá Foods Distribution Plc,NGN,62466.97,4685.02,67151.99,Raw Materials,15,151.22
INV-SYN-00141,2025-10-15,52624209-4567,Ọlá Foods Distribution Plc,NGN,62466.97,4685.02,67151.99,Raw Materials,7,3257.15
INV-SYN-00142,2025-08-22,03009636-0950,Ọlá Foods Distribution Plc,NGN,83770.96,6282.82,90053.78,Logistics Services,16,3798.55
INV-SYN-00142,2025-08-22,03009636-0950,Ọlá Foods Distribution Plc,NGN,83770.96,6282.82,90053.78,Maintenance Services,3,2799.37
INV-SYN-00142,2025-08-22,03009636-0950,Ọlá Foods Distribution Plc,NGN,83770.96,6282.82,90053.78,Industrial Equipment,5,2919.21
INV-SYN-00143,2025-08-30,19874030-6610,Abuja Construction Materials Ltd,NGN,83722.32,6279.17,90001.49,IT Services,3,1597.72
INV-SYN-00143,2025-08-30,19874030-6610,Abuja Construction Materials Ltd,NGN,83722.32,6279.17,90001.49,Industrial Equipment,14,3032.22
INV-SYN-00143,2025-08-30,19874030-6610,Abuja Construction Materials Ltd,NGN,83722.32,6279.17,90001.49,Consulting Services,12,3039.84
INV-SYN-00144,2025-01-26,98689734-1087,Lagos Steel & Aluminium Ltd,NGN,174026.19,13051.96,187078.15,Office Supplies,9,4295.34
INV-SYN-00144,2025-01-26,98689734-1087,Lagos Steel & Aluminium Ltd,NGN,174026.19,13051.96,187078.15,IT Services,18,4473.03
INV-SYN-00144,2025-01-26,98689734-1087,Lagos Steel & Aluminium Ltd,NGN,174026.19,13051.96,187078.15,Logistics Services,11,4986.69
INV-SYN-00145,2025-01-31,58099209-6520,Chukwuemeka Okafor Ltd,NGN,82467.31,6185.05,88652.36,Consulting Services,2,1746.66
INV-SYN-00145,2025-01-31,58099209-6520,Chukwuemeka Okafor Ltd,NGN,82467.31,6185.05,88652.36,Logistics Services,5,1237.29
INV-SYN-00145,2025-01-31,58099209-6520,Chukwuemeka Okafor Ltd,NGN,82467.31,6185.05,88652.36,Consulting Services,17,4281.62
INV-SYN-00146,2025-09-22,70685519-7929,Yusuf Agro Processing Ltd,NGN,46201.99,3465.15,49667.14,Industrial Equipment,8,193.94
INV-SYN-00146,2025-09-22,70685519-7929,Yusuf Agro Processing Ltd,NGN,46201.99,3465.15,49667.14,Office Supplies,9,340.63
INV-SYN-00146,2025-09-22,70685519-7929,Yusuf Agro Processing Ltd,NGN,46201.99,3465.15,49667.14,Raw Materials,20,2079.24
INV-SYN-00147,2025-06-02,05955387-9921,Emeka Logistics Nigeria Ltd,NGN,51112.84,3833.46,54946.30,Consulting Services,10,2170.26
INV-SYN-00147,2025-06-02,05955387-9921,Emeka Logistics Nigeria Ltd,NGN,51112.84,3833.46,54946.30,IT Services,5,2923.22
INV-SYN-00147,2025-06-02,05955387-9921,Emeka Logistics Nigeria Ltd,NGN,51112.84,3833.46,54946.30,Logistics Services,3,4931.38
INV-SYN-00148,2025-05-01,80603712-6398,Adeyemi Trading Company Ltd,NGN,16524.03,1239.30,17763.33,Office Supplies,1,382.27
INV-SYN-00148,2025-05-01,80603712-6398,Adeyemi Trading Company Ltd,NGN,16524.03,1239.30,17763.33,IT Services,8,562.78
INV-SYN-00148,2025-05-01,80603712-6398,Adeyemi Trading Company Ltd,NGN,16524.03,1239.30,17763.33,Building Materials,8,1454.94
INV-SYN-00149,2025-09-20,64013610-0438,Chukwuemeka Okàfor Ventures Ltd,NGN,36740.80,2755.56,39496.36,Raw Materials,14,1920.23
INV-SYN-00149,2025-09-20,64013610-0438,Chukwuemeka Okàfor Ventures Ltd,NGN,36740.80,2755.56,39496.36,Office Supplies,14,476.18
INV-SYN-00149,2025-09-20,64013610-0438,Chukwuemeka Okàfor Ventures Ltd,NGN,36740.80,2755.56,39496.36,Industrial Equipment,2,1595.53
INV-SYN-00150,2025-12-20,15406455-4384,Abuja Construction Materials Ltd,NGN,29067.60,2180.07,31247.67,Building Materials,2,4352.91
INV-SYN-00150,2025-12-20,15406455-4384,Abuja Construction Materials Ltd,NGN,29067.60,2180.07,31247.67,Consulting Services,7,2230.74
INV-SYN-00150,2025-12-20,15406455-4384,Abuja Construction Materials Ltd,NGN,29067.60,2180.07,31247.67,Building Materials,12,395.55
INV-SYN-00151,2025-12-08,94551351-3131,Abuja Construction Materials Ltd,NGN,107004.07,8025.31,115029.38,Consulting Services,15,3872.75
INV-SYN-00151,2025-12-08,94551351-3131,Abuja Construction Materials Ltd,NGN,107004.07,8025.31,115029.38,Consulting Services,11,2189.29
INV-SYN-00151,2025-12-08,94551351-3131,Abuja Construction Materials Ltd,NGN,107004.07,8025.31,115029.38,Consulting Services,11,2257.33
INV-SYN-00152,2025-08-05,82651542-2093,Emeka Logistics Nigeria Ltd,NGN,98787.44,7409.06,106196.50,Logistics Services,20,1377.58
INV-SYN-00152,2025-08-05,82651542-2093,Emeka Logistics Nigeria Ltd,NGN,98787.44,7409.06,106196.50,Office Supplies,4,4281.32
INV-SYN-00152,2025-08-05,82651542-2093,Emeka Logistics Nigeria Ltd,NGN,98787.44,7409.06,106196.50,IT Services,14,3865.04
INV-SYN-00153,2025-03-29,38870773-9925,Chukwuemeka Okàfor Ventures Ltd,NGN,125373.46,9403.01,134776.47,Logistics Services,20,4692.79
INV-SYN-00153,2025-03-29,38870773-9925,Chukwuemeka Okàfor Ventures Ltd,NGN,125373.46,9403.01,134776.47,Building Materials,9,48.10
INV-SYN-00153,2025-03-29,38870773-9925,Chukwuemeka Okàfor Ventures Ltd,NGN,125373.46,9403.01,134776.47,IT Services,14,2220.34
INV-SYN-00154,2025-09-10,37826143-5705,Ola Foods Plc,NGN,26031.80,1952.39,27984.19,Maintenance Services,2,4431.02
INV-SYN-00154,2025-09-10,37826143-5705,Ola Foods Plc,NGN,26031.80,1952.39,27984.19,IT Services,1,532.00
INV-SYN-00154,2025-09-10,37826143-5705,Ola Foods Plc,NGN,26031.80,1952.39,27984.19,Office Supplies,6,2772.96
INV-SYN-00155,2025-06-27,48664912-2679,Adeyemi Trading Company Ltd,NGN,49057.52,3679.31,52736.83,Logistics Services,4,4499.32
INV-SYN-00155,2025-06-27,48664912-2679,Adeyemi Trading Company Ltd,NGN,49057.52,3679.31,52736.83,Office Supplies,9,2806.16
INV-SYN-00155,2025-06-27,48664912-2679,Adeyemi Trading Company Ltd,NGN,49057.52,3679.31,52736.83,Consulting Services,20,290.24
INV-SYN-00156,2025-11-03,52914535-6331,Ọlá Foods Distribution Plc,NGN,63455.50,4759.16,68214.66,Raw Materials,13,2105.66
INV-SYN-00156,2025-11-03,52914535-6331,Ọlá Foods Distribution Plc,NGN,63455.50,4759.16,68214.66,Office Supplies,6,3551.41
INV-SYN-00156,2025-11-03,52914535-6331,Ọlá Foods Distribution Plc,NGN,63455.50,4759.16,68214.66,Consulting Services,13,1136.42
INV-SYN-00157,2025-07-08,91238216-1327,Adeyemi Trading Company Ltd,NGN,37529.30,2814.70,40344.00,Industrial Equipment,12,881.82
INV-SYN-00157,2025-07-08,91238216-1327,Adeyemi Trading Company Ltd,NGN,37529.30,2814.70,40344.00,Industrial Equipment,19,561.29
INV-SYN-00157,2025-07-08,91238216-1327,Adeyemi Trading Company Ltd,NGN,37529.30,2814.70,40344.00,Office Supplies,5,3256.59
INV-SYN-00158,2025-09-17,52879173-5533,Chukwuemeka Okàfor Ventures Ltd,NGN,72028.19,5402.11,77430.30,Raw Materials,2,406.33
INV-SYN-00158,2025-09-17,52879173-5533,Chukwuemeka Okàfor Ventures Ltd,NGN,72028.19,5402.11,77430.30,Industrial Equipment,7,4905.87
INV-SYN-00158,2025-09-17,52879173-5533,Chukwuemeka Okàfor Ventures Ltd,NGN,72028.19,5402.11,77430.30,Consulting Services,9,4097.16
INV-SYN-00159,2025-04-18,50266025-2508,Ibrahim & Sons Trading Ltd,NGN,149654.59,11224.09,160878.68,Maintenance Services,18,2388.15
INV-SYN-00159,2025-04-18,50266025-2508,Ibrahim & Sons Trading Ltd,NGN,149654.59,11224.09,160878.68,IT Services,13,1753.48
INV-SYN-00159,2025-04-18,50266025-2508,Ibrahim & Sons Trading Ltd,NGN,149654.59,11224.09,160878.68,Maintenance Services,19,4414.35
INV-SYN-00160,2025-07-26,73187294-0218,Kano Textiles Ltd,NGN,60806.27,4560.47,65366.74,Consulting Services,7,2449.51
INV-SYN-00160,2025-07-26,73187294-0218,Kano Textiles Ltd,NGN,60806.27,4560.47,65366.74,Industrial Equipment,13,1195.06
INV-SYN-00160,2025-07-26,73187294-0218,Kano Textiles Ltd,NGN,60806.27,4560.47,65366.74,Raw Materials,9,3124.88
INV-SYN-00161,2025-10-07,59801645-6652,Chukwuemeka Okafor Ltd,NGN,67839.83,5087.99,72927.82,Logistics Services,14,3446.87
INV-SYN-00161,2025-10-07,59801645-6652,Chukwuemeka Okafor Ltd,NGN,67839.83,5087.99,72927.82,Industrial Equipment,10,594.73
INV-SYN-00161,2025-10-07,59801645-6652,Chukwuemeka Okafor Ltd,NGN,67839.83,5087.99,72927.82,Logistics Services,7,1948.05
INV-SYN-00162,2025-04-20,82092912-4338,Abuja Construction Materials Ltd,NGN,86817.47,6511.31,93328.78,Maintenance Services,16,1655.36
INV-SYN-00162,2025-04-20,82092912-4338,Abuja Construction Materials Ltd,NGN,86817.47,6511.31,93328.78,Raw Materials,6,1186.31
INV-SYN-00162,2025-04-20,82092912-4338,Abuja Construction Materials Ltd,NGN,86817.47,6511.31,93328.78,Raw Materials,15,3547.59
INV-SYN-00163,2025-05-12,74459580-5154,Ibrahim & Sons Trading Ltd,NGN,31457.66,2359.32,33816.98,Maintenance Services,8,291.51
INV-SYN-00163,2025-05-12,74459580-5154,Ibrahim & Sons Trading Ltd,NGN,31457.66,2359.32,33816.98,Industrial Equipment,11,546.71
INV-SYN-00163,2025-05-12,74459580-5154,Ibrahim & Sons Trading Ltd,NGN,31457.66,2359.32,33816.98,Consulting Services,11,2101.07
INV-SYN-00164,2025-01-31,25258137-4458,Chukwuemeka Okàfor Ventures Ltd,NGN,87832.93,6587.47,94420.40,IT Services,6,1087.40
INV-SYN-00164,2025-01-31,25258137-4458,Chukwuemeka Okàfor Ventures Ltd,NGN,87832.93,6587.47,94420.40,Consulting Services,2,3292.26
INV-SYN-00164,2025-01-31,25258137-4458,Chukwuemeka Okàfor Ventures Ltd,NGN,87832.93,6587.47,94420.40,Logistics Services,17,4395.53
INV-SYN-00165,2025-04-10,50317623-1390,Kano Textiles Ltd,NGN,96089.04,7206.68,103295.72,Office Supplies,7,3683.76
INV-SYN-00165,2025-04-10,50317623-1390,Kano Textiles Ltd,NGN,96089.04,7206.68,103295.72,IT Services,8,3903.19
INV-SYN-00165,2025-04-10,50317623-1390,Kano Textiles Ltd,NGN,96089.04,7206.68,103295.72,Office Supplies,8,4884.65
INV-SYN-00166,2025-11-17,86197997-5914,Abuja Construction Materials Ltd,NGN,136546.83,10241.01,146787.84,Consulting Services,1,1621.53
INV-SYN-00166,2025-11-17,86197997-5914,Abuja Construction Materials Ltd,NGN,136546.83,10241.01,146787.84,Building Materials,15,4750.78
INV-SYN-00166,2025-11-17,86197997-5914,Abuja Construction Materials Ltd,NGN,136546.83,10241.01,146787.84,Maintenance Services,15,4244.24
INV-SYN-00167,2025-10-04,88287480-2417,Abuja Construction Materials Ltd,NGN,62297.87,4672.34,66970.21,Raw Materials,11,3528.94
INV-SYN-00167,2025-10-04,88287480-2417,Abuja Construction Materials Ltd,NGN,62297.87,4672.34,66970.21,Consulting Services,3,4635.35
INV-SYN-00167,2025-10-04,88287480-2417,Abuja Construction Materials Ltd,NGN,62297.87,4672.34,66970.21,IT Services,7,1367.64
INV-SYN-00168,2025-11-13,93861377-7185,Lagos Steel & Aluminium Ltd,NGN,93663.83,7024.79,100688.62,Raw Materials,19,1165.38
INV-SYN-00168,2025-11-13,93861377-7185,Lagos Steel & Aluminium Ltd,NGN,93663.83,7024.79,100688.62,Raw Materials,4,4428.29
INV-SYN-00168,2025-11-13,93861377-7185,Lagos Steel & Aluminium Ltd,NGN,93663.83,7024.79,100688.62,Maintenance Services,15,3587.23
INV-SYN-00169,2025-05-11,82761139-6355,Lagos Steel & Aluminium Ltd,NGN,47968.44,3597.63,51566.07,Industrial Equipment,12,193.50
INV-SYN-00169,2025-05-11,82761139-6355,Lagos Steel & Aluminium Ltd,NGN,47968.44,3597.63,51566.07,IT Services,11,3805.59
INV-SYN-00169,2025-05-11,82761139-6355,Lagos Steel & Aluminium Ltd,NGN,47968.44,3597.63,51566.07,IT Services,9,420.55
INV-SYN-00170,2025-01-19,30890522-7861,Ọlá Foods Distribution Plc,NGN,29740.05,2230.50,31970.55,Industrial Equipment,8,1721.40
INV-SYN-00170,2025-01-19,30890522-7861,Ọlá Foods Distribution Plc,NGN,29740.05,2230.50,31970.55,Industrial Equipment,15,314.47
INV-SYN-00170,2025-01-19,30890522-7861,Ọlá Foods Distribution Plc,NGN,29740.05,2230.50,31970.55,Industrial Equipment,12,937.65
INV-SYN-00171,2025-03-03,45983129-9829,Emeka Logistics Nigeria Ltd,NGN,51154.90,3836.62,54991.52,Office Supplies,16,1554.43
INV-SYN-00171,2025-03-03,45983129-9829,Emeka Logistics Nigeria Ltd,NGN,51154.90,3836.62,54991.52,Consulting Services,9,595.81
INV-SYN-00171,2025-03-03,45983129-9829,Emeka Logistics Nigeria Ltd,NGN,51154.90,3836.62,54991.52,Raw Materials,17,1230.69
INV-SYN-00172,2025-02-15,36294324-5385,Port Harcourt Energy Services Ltd,NGN,142195.64,10664.67,152860.31,Maintenance Services,4,3739.46
INV-SYN-00172,2025-02-15,36294324-5385,Port Harcourt Energy Services Ltd,NGN,142195.64,10664.67,152860.31,Industrial Equipment,20,4827.85
INV-SYN-00172,2025-02-15,36294324-5385,Port Harcourt Energy Services Ltd,NGN,142195.64,10664.67,152860.31,Industrial Equipment,16,1917.55
INV-SYN-00173,2025-12-19,33935068-4546,Kano Textiles Ltd,NGN,59502.87,4462.72,63965.59,Raw Materials,9,3310.02
INV-SYN-00173,2025-12-19,33935068-4546,Kano Textiles Ltd,NGN,59502.87,4462.72,63965.59,Building Materials,2,1726.76
INV-SYN-00173,2025-12-19,33935068-4546,Kano Textiles Ltd,NGN,59502.87,4462.72,63965.59,Building Materials,7,3751.31
INV-SYN-00174,2025-05-29,87139051-1305,Yusuf Agro Processing Ltd,NGN,70467.94,5285.10,75753.04,IT Services,7,1972.18
INV-SYN-00174,2025-05-29,87139051-1305,Yusuf Agro Processing Ltd,NGN,70467.94,5285.10,75753.04,Consulting Services,4,240.33
INV-SYN-00174,2025-05-29,87139051-1305,Yusuf Agro Processing Ltd,NGN,70467.94,5285.10,75753.04,Logistics Services,12,4641.78
INV-SYN-00175,2025-03-24,01924946-9586,Chukwuemeka Okafor Ltd,NGN,30710.00,2303.25,33013.25,IT Services,7,2151.24
INV-SYN-00175,2025-03-24,01924946-9586,Chukwuemeka Okafor Ltd,NGN,30710.00,2303.25,33013.25,Consulting Services,2,109.18
INV-SYN-00175,2025-03-24,01924946-9586,Chukwuemeka Okafor Ltd,NGN,30710.00,2303.25,33013.25,Office Supplies,8,1929.12
INV-SYN-00176,2025-03-29,65021486-8517,Adeyemi Trading Company Ltd,NGN,28852.91,2163.97,31016.88,Consulting Services,6,4238.79
INV-SYN-00176,2025-03-29,65021486-8517,Adeyemi Trading Company Ltd,NGN,28852.91,2163.97,31016.88,IT Services,6,103.10
INV-SYN-00176,2025-03-29,65021486-8517,Adeyemi Trading Company Ltd,NGN,28852.91,2163.97,31016.88,Maintenance Services,1,2801.57
INV-SYN-00177,2025-07-28,04429816-3781,Emeka Logistics Nigeria Ltd,NGN,89048.79,6678.66,95727.45,Logistics Services,4,3765.24
INV-SYN-00177,2025-07-28,04429816-3781,Emeka Logistics Nigeria Ltd,NGN,89048.79,6678.66,95727.45,Industrial Equipment,15,2997.41
INV-SYN-00177,2025-07-28,04429816-3781,Emeka Logistics Nigeria Ltd,NGN,89048.79,6678.66,95727.45,Building Materials,12,2418.89
INV-SYN-00178,2025-03-07,79023670-8109,Abuja Construction Materials Ltd,NGN,47948.62,3596.15,51544.77,Consulting Services,15,184.71
INV-SYN-00178,2025-03-07,79023670-8109,Abuja Construction Materials Ltd,NGN,47948.62,3596.15,51544.77,Building Materials,7,2084.35
INV-SYN-00178,2025-03-07,79023670-8109,Abuja Construction Materials Ltd,NGN,47948.62,3596.15,51544.77,Industrial Equipment,8,3823.44
INV-SYN-00179,2025-11-23,79045808-9451,Emeka Logistics Nigeria Ltd,NGN,44818.74,3361.41,48180.15,Maintenance Services,11,2566.76
INV-SYN-00179,2025-11-23,79045808-9451,Emeka Logistics Nigeria Ltd,NGN,44818.74,3361.41,48180.15,IT Services,15,960.62
INV-SYN-00179,2025-11-23,79045808-9451,Emeka Logistics Nigeria Ltd,NGN,44818.74,3361.41,48180.15,IT Services,4,543.77
INV-SYN-00180,2025-07-08,93897146-2578,Emeka Logistics Nigeria Ltd,NGN,48123.22,3609.24,51732.46,Raw Materials,6,1198.06
INV-SYN-00180,2025-07-08,93897146-2578,Emeka Logistics Nigeria Ltd,NGN,48123.22,3609.24,51732.46,Raw Materials,7,2331.95
INV-SYN-00180,2025-07-08,93897146-2578,Emeka Logistics Nigeria Ltd,NGN,48123.22,3609.24,51732.46,Building Materials,13,1893.17
INV-SYN-00181,2025-01-02,21514157-6391,Ọlá Foods Distribution Plc,NGN,108009.71,8100.73,116110.44,Maintenance Services,5,2582.05
INV-SYN-00181,2025-01-02,21514157-6391,Ọlá Foods Distribution Plc,NGN,108009.71,8100.73,116110.44,Maintenance Services,18,657.47
INV-SYN-00181,2025-01-02,21514157-6391,Ọlá Foods Distribution Plc,NGN,108009.71,8100.73,116110.44,Office Supplies,20,4163.25
INV-SYN-00182,2025-03-17,09022360-4449,Ibrahim & Sons Trading Ltd,NGN,68472.48,5135.44,73607.92,Building Materials,14,2383.57
INV-SYN-00182,2025-03-17,09022360-4449,Ibrahim & Sons Trading Ltd,NGN,68472.48,5135.44,73607.92,Raw Materials,5,11.54
INV-SYN-00182,2025-03-17,09022360-4449,Ibrahim & Sons Trading Ltd,NGN,68472.48,5135.44,73607.92,Consulting Services,16,2190.30
INV-SYN-00183,2025-09-26,90558962-2877,Ibrahim & Sons Trading Ltd,NGN,129425.68,9706.93,139132.61,Maintenance Services,20,424.86
INV-SYN-00183,2025-09-26,90558962-2877,Ibrahim & Sons Trading Ltd,NGN,129425.68,9706.93,139132.61,IT Services,19,4868.88
INV-SYN-00183,2025-09-26,90558962-2877,Ibrahim & Sons Trading Ltd,NGN,129425.68,9706.93,139132.61,IT Services,8,3552.47
INV-SYN-00184,2025-12-07,06676967-6967,Ola Foods Plc,NGN,51997.40,3899.81,55897.21,Logistics Services,3,2393.08
INV-SYN-00184,2025-12-07,06676967-6967,Ola Foods Plc,NGN,51997.40,3899.81,55897.21,Logistics Services,2,505.63
INV-SYN-00184,2025-12-07,06676967-6967,Ola Foods Plc,NGN,51997.40,3899.81,55897.21,Maintenance Services,15,2920.46
INV-SYN-00185,2025-10-03,73874991-3211,Emeka Logistics Nigeria Ltd,NGN,153975.05,11548.13,165523.18,Logistics Services,19,3534.83
INV-SYN-00185,2025-10-03,73874991-3211,Emeka Logistics Nigeria Ltd,NGN,153975.05,11548.13,165523.18,Industrial Equipment,15,4261.68
INV-SYN-00185,2025-10-03,73874991-3211,Emeka Logistics Nigeria Ltd,NGN,153975.05,11548.13,165523.18,Logistics Services,9,2543.12
INV-SYN-00186,2025-06-17,62029515-2628,Chukwuemeka Okàfor Ventures Ltd,NGN,82277.46,6170.81,88448.27,Office Supplies,15,3178.52
INV-SYN-00186,2025-06-17,62029515-2628,Chukwuemeka Okàfor Ventures Ltd,NGN,82277.46,6170.81,88448.27,Building Materials,15,122.48
INV-SYN-00186,2025-06-17,62029515-2628,Chukwuemeka Okàfor Ventures Ltd,NGN,82277.46,6170.81,88448.27,Building Materials,19,1724.34
INV-SYN-00187,2025-05-26,07774247-5823,Emeka Logistics Nigeria Ltd,NGN,59673.93,4475.54,64149.47,Raw Materials,16,2222.76
INV-SYN-00187,2025-05-26,07774247-5823,Emeka Logistics Nigeria Ltd,NGN,59673.93,4475.54,64149.47,IT Services,19,188.08
INV-SYN-00187,2025-05-26,07774247-5823,Emeka Logistics Nigeria Ltd,NGN,59673.93,4475.54,64149.47,Office Supplies,5,4107.25
INV-SYN-00188,2025-05-24,29066374-4420,Yusuf Agro Processing Ltd,NGN,112839.75,8462.98,121302.73,Logistics Services,19,515.11
INV-SYN-00188,2025-05-24,29066374-4420,Yusuf Agro Processing Ltd,NGN,112839.75,8462.98,121302.73,Consulting Services,9,2184.84
INV-SYN-00188,2025-05-24,29066374-4420,Yusuf Agro Processing Ltd,NGN,112839.75,8462.98,121302.73,Raw Materials,19,4388.90
INV-SYN-00189,2025-07-14,14278453-2756,Port Harcourt Energy Services Ltd,NGN,59565.63,4467.42,64033.05,Industrial Equipment,17,1353.66
INV-SYN-00189,2025-07-14,14278453-2756,Port Harcourt Energy Services Ltd,NGN,59565.63,4467.42,64033.05,Consulting Services,10,3206.16
INV-SYN-00189,2025-07-14,14278453-2756,Port Harcourt Energy Services Ltd,NGN,59565.63,4467.42,64033.05,Office Supplies,3,1497.27
INV-SYN-00190,2025-08-04,47721878-0773,Abuja Construction Materials Ltd,NGN,103369.84,7752.74,111122.58,Office Supplies,13,4779.90
INV-SYN-00190,2025-08-04,47721878-0773,Abuja Construction Materials Ltd,NGN,103369.84,7752.74,111122.58,Maintenance Services,14,2113.16
INV-SYN-00190,2025-08-04,47721878-0773,Abuja Construction Materials Ltd,NGN,103369.84,7752.74,111122.58,Industrial Equipment,9,1294.10
INV-SYN-00191,2025-09-19,01289913-6449,Ọlá Foods Distribution Plc,NGN,55089.46,4131.71,59221.17,IT Services,7,3769.71
